Dateiname;ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
_Encyclopédie ou Dictionnaire raisonné des;ark__12148_bpt6k505351;https://gallica.bnf.fr/ark:/12148/bpt6k505351;Encyclopédie ou Dictionnaire raisonné des sciences, des arts et des métiers. Tome troisième, Cha-Conjonctif ;V.A.;Briasson (Paris), David (puis), Le Breton, S. Faulche;1751-1765;"168 microfiches de 98 images ; 105 x 148 mm";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb35153871q'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35153871q']'';Bibliothèque nationale de France;"Collection : Archives de la linguistique française ; 118, Collection : Archives de la linguistique française ; 118, Encyclopédies";bnf.fr;30;0;monographie;98630;15.10.2007 00:00;8cfc519d-289e-4ce8-8053-9ebdc427ecb0;"[{'@xml:lang': 'fre', '#text': ""conditions spécifiques d'utilisation - Microformes et reprints""}, {'@xml:lang': 'eng', '#text': 'restricted use'}]"
Barthélemy_Voyage du jeune Anacharsis en;ark__12148_bpt6k9204644;https://gallica.bnf.fr/ark:/12148/bpt6k9204644;Voyage du jeune Anacharsis en Grèce dans le milieu du quatrième siècle avant l'ère vulgaire. Tome 1 ;Barthélemy, Jean-Jacques (1716-1795);(Paris);1893;"2 vol. (464, 471 p. ; 19 cm, Nombre total de vues : 480";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30062025f'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb14868457b', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30062025f']'';Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-J-1993 (1);Voyage du jeune Anarcharsis en Grèce (français), Avec mode texte;bnf.fr;930;90;monographie;88840;28.09.2015 00:00;baf9c42d-39ae-4a73-a255-aad901b86e13;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Beaumarchais_Clavijo;ark__12148_bpt6k6544715m;https://gallica.bnf.fr/ark:/12148/bpt6k6544715m;Clavijo ;Beaumarchais, Pierre-Augustin Caron de (1732-1799);Librairie des bibliophiles (Paris);1880;"1 vol. (XXXI-74 p.) ; in-16, Nombre total de vues : 118";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300727336;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-34558;''''''Collection : Les Petits chefs-doeuvre'''', ''''Collection : Les Petits chefs-doeuvre'''', Avec mode texte'';bnf.fr;920;90;monographie;99960;31.07.2013 00:00;cf342bb5-d151-4543-b367-37136a721edc;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Beaumarchais_Mémoires de Beaumarchais dans l'Affaire;ark__12148_bpt6k5452641z;https://gallica.bnf.fr/ark:/12148/bpt6k5452641z;''Mémoires de Beaumarchais dans l'Affaire Goezman (Nouvelle édition collationnée avec le plus grand soin sur les éditions originales et précédée d'une appréciation tirée des ''''Causeries du lundi'''')'';Beaumarchais, Pierre-Augustin Caron de (1732-1799), Sainte-Beuve, Charles-Augustin (1804-1869);(Paris);1878;"1 vol. (XVI-411 p.) ; in-18, Nombre total de vues : 438";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300727305;Bibliothèque nationale de France, département Droit, économie, politique, 8-F-624;''Comprend : Appréciation tirée des ''''Causeries du lundi'''', Avec mode texte'';bnf.fr;340;30;monographie;97110;04.11.2008 00:00;54b21928-a95e-49f4-9947-e8bfc4c895bb;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Bernardin de Saint-Pierre_Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre;ark__12148_bpt6k58190460;https://gallica.bnf.fr/ark:/12148/bpt6k58190460;Oeuvres de Jacques-Henri-Bernardin de Saint-Pierre ;Bernardin de Saint-Pierre, Henri (1737-1814);(Paris);1836;"786 p. à 2 col. : portrait et pl. gr. ; in-4°, Nombre total de vues : 816";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31284042d;Bibliothèque nationale de France, département Littérature et art, Z-5175;Appartient à l’ensemble documentaire : HNormand1, Appartient à l’ensemble documentaire : BmLHav000, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;19.04.2010 00:00;69aa6a13-f134-407c-928b-aaa1b2b0f9a3;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Bertu_Dame Girafe à Paris .;ark__12148_bpt6k96128673;https://gallica.bnf.fr/ark:/12148/bpt6k96128673;Dame Girafe à Paris . Aventures et voyages de cette illustre étrangère, racontés par elle-même, en réponse au discours de S. E. l'ours Martin... à-propos historique par Charles-François Bertu, précédé d'une dissertation scientifique par Buffon,...;Bertu, Charles François. , Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1827;"70 p. ; in-16, Nombre total de vues : 88";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30098536j;Bibliothèque nationale de France, département Sciences et techniques, S-25693;Comprend : Dissertation scientifique, Avec mode texte;bnf.fr;590;50;monographie;9850;02.11.2015 00:00;41bfa538-9307-4e1e-a996-432f3b4c411c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Bossuet_Oraisons funèbres;ark__12148_bpt6k9612397h;https://gallica.bnf.fr/ark:/12148/bpt6k9612397h;Oraisons funèbres ;Bossuet, Jacques Bénigne (1627-1704), Bourdaloue, Louis (1632-1704), Fléchier, Esprit (1632-1710), Massillon, Jean-Baptiste (1663-1742), Lacordaire, Henri-Dominique (1802-1861);Librairie Aristide Quillet (Paris);1928;"1 vol. (XI-330 p.) : grav. ; in-8, Nombre total de vues : 360";français;['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12559866n', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31848791q'];Bibliothèque nationale de France, département Littérature et art, 8-Z-25168 (9);"''Oraisons funèbres (français), Collection : Classiques Quillet, ''''Comprend : Le vrai repentir ; Julie dAgennes ; Lhypocrisie ; Nous naimons pas Dieu'''', Contient une table des matières, Avec mode texte''";bnf.fr;840;80;monographie;99710;19.10.2015 00:00;00b5d568-dc37-40ab-a09e-fc7b3d161dfe;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Brougham_Voltaire et Rousseau : ouvrage;ark__12148_bd6t5369282n;https://gallica.bnf.fr/ark:/12148/bd6t5369282n;Voltaire et Rousseau : ouvrage accompagné de Lettres entièrement inédites de Voltaire, d'Helvétius, de Hume, etc., et orné de deux portraits gravés sur acier ;Brougham, Henry (1778-1868), Helvétius, Claude-Adrien (1715-1771), Hume, David (1711-1776), Voltaire (1694-1778), Voltaire (1694-1778);Amyot (Paris);1845;"1 vol. (XI-353 p.) : portraits ; 21 cm, Nombre total de vues : 384";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30166026x;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-20839;"''''''Comprend : Lettre dHelvétius à M. labbé Le Blanc ; Lettres à M. labbé Le Blanc, historiographe des bâtiments du Roi ; Lettres de Voltaire à Louise de Saxe-Gotha ; Lettre à M. le Président Hénault'''', Avec mode texte''";bnf.fr;920;90;monographie;89060;12.12.2021 00:00;d62efdf8-4e2f-477b-8fdf-0c21d82cc2fb;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Brulat_Pour tous les yeux :;ark__12148_bpt6k931701c;https://gallica.bnf.fr/ark:/12148/bpt6k931701c;Pour tous les yeux : attrayante et saine littérature à lire et à relire;Brulat, Paul (1866-1940), Boyer-Rebiab, Louis (1874-19..), Voltaire (1694-1778), Musset, Alfred de (1810-1857);(Paris);1907;"16 p. ; in-16, Nombre total de vues : 20";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31881190v;Bibliothèque nationale de France, département Littérature et art, 8-Z-6399;"''Collection : Collection Paul Brulat et Boyer-Rebiab, Collection : Collection Paul Brulat et Boyer-Rebiab, ''''Comprend : Un prisonnier au château dIf ; Fernanda ; Athéisme ; Lucie'''', Avec mode texte''";bnf.fr;840;80;monographie;87720;09.05.2016 00:00;5ab415b7-cfe3-4c7a-90f6-814e402bdd71;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Buffon_Correspondance inédite de Buffon, à;ark__12148_bpt6k62985931;https://gallica.bnf.fr/ark:/12148/bpt6k62985931;Correspondance inédite de Buffon, à laquelle ont été réunies les lettres publiées jusqu'à ce jour. Tome 1 ;Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1860;"2 vol. (XXXVII-500, 644 p.) ; in-8, Nombre total de vues : 553";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30174432p'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174432p']'';Bibliothèque nationale de France, département Littérature et art, Z-44255;Contient une table des matières, Avec mode texte;bnf.fr;500;50;monographie;99960;29.04.2013 00:00;0195d59e-82f4-49af-8d34-0c99c15d2a2f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Buffon_Le Buffon illustré à l'usage;ark__12148_bpt6k883901j;https://gallica.bnf.fr/ark:/12148/bpt6k883901j;Le Buffon illustré à l'usage de la jeunesse : contenant une description très complète des mammifères, oiseaux, poissons, reptiles, insectes et coquilles ;Buffon, Georges-Louis Leclerc comte de (1707-1788), Bordot, Anatole (1833-19..?);Librairie de Theodore Lefevre (Paris), E. Guérin (Paris);1896;"1 vol. (314 p.) : fig. ; in-4, Nombre total de vues : 328";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174305h;Bibliothèque nationale de France, département Sciences et techniques, 4-S-1637;Appartient à l’ensemble documentaire : UnivJeun0, Avec mode texte;bnf.fr;590;50;monographie;89080;03.12.2012 00:00;d844a562-13c8-40c0-a020-9a5ec8844968;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Buffon_Les quadrupèdes : animaux domestiques;ark__12148_bpt6k759917;https://gallica.bnf.fr/ark:/12148/bpt6k759917;"Les quadrupèdes : animaux domestiques et animaux sauvages en France ; précédés du Discours sur la nature des animaux";Buffon, Georges-Louis Leclerc comte de (1707-1788);(Bar-le-Duc);1877;"IV-298 p. ; in-8, Nombre total de vues : 309";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb301744184;Bibliothèque nationale de France, département Sciences et techniques, 8-S-594;''''''Collection : Bibliothèque des chefs-doeuvre'''', ''''Collection : Bibliothèque des chefs-doeuvre'''''';bnf.fr;590;50;monographie;97720;15.10.2007 00:00;d9ad4d81-9ae5-4691-8775-37d4b5e311fd;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Casanova_Casanova à Paris : ses;ark__12148_bpt6k63862473;https://gallica.bnf.fr/ark:/12148/bpt6k63862473;Casanova à Paris : ses séjours racontés par lui-même ;Casanova, Giacomo (1725-1798);J. Schemit (Paris);1913;"1 vol. (XII-511-XVI p.) ; in-8, Nombre total de vues : 558";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31912779z;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-3640;Contient une table des matières, Avec mode texte;bnf.fr;9440;90;monographie;99960;17.12.2012 00:00;1bd794ff-53a6-440d-899e-43aeff903374;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Cazotte_Oeuvres badines et morales, historiques;ark__12148_bpt6k97434265;https://gallica.bnf.fr/ark:/12148/bpt6k97434265;Oeuvres badines et morales, historiques et philosophiques de Jacques Cazotte. Tome 1 ;Cazotte, Jacques (1719-1792);J.-F. Bastien (Paris);1817;"4 vol., pl. ; in-8, Nombre total de vues : 584";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302107105'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302107105']'';Bibliothèque nationale de France, département Littérature et art, Z-29378;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9850;19.09.2016 00:00;0e6b10e0-825f-47df-98ad-505879f7574b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chamfort_Oeuvres complètes de Chamfort. T.;ark__12148_bpt6k2026541;https://gallica.bnf.fr/ark:/12148/bpt6k2026541;Oeuvres complètes de Chamfort. T. 5 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Chaumerot jeune (Paris);1824-1825;"5 vol. ; in-8, Nombre total de vues : 442";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30217974n'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30217974n']'';Bibliothèque nationale de France;;bnf.fr;800;80;monographie;94760;15.10.2007 00:00;607c916f-3ebe-4b27-926e-38449a7fa936;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chamfort_Oeuvres de Chamfort. Tome 4;ark__12148_bpt6k9607085j;https://gallica.bnf.fr/ark:/12148/bpt6k9607085j;Oeuvres de Chamfort. Tome 4 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Impr. des sciences et des arts (Paris);1794;"4 vol. ; in-8, Nombre total de vues : 468";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302179708'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302179708']'';Bibliothèque nationale de France, département Littérature et art, Z-27647;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9850;03.08.2015 00:00;40f5a8b4-d755-43b8-b6ea-e4677697011e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Champroux_Le vrai moyen de vivre;ark__12148_bpt6k54968855;https://gallica.bnf.fr/ark:/12148/bpt6k54968855;Le vrai moyen de vivre longtemps ;Champroux, Stan.. , Florian, Jean-Pierre Claris de (1755-1794);E. Dentu (Paris);1885;"1 vol. (462 p.) ; in-8, Nombre total de vues : 472";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30219530d;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-6561;Comprend : La mort, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;97390;18.05.2009 00:00;5bd8e06f-3d22-45b5-9d19-68d6d11d2c0b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chateaubriand_Beautés de Chateaubriand ou Morceaux;ark__12148_bpt6k97798141;https://gallica.bnf.fr/ark:/12148/bpt6k97798141;Beautés de Chateaubriand ou Morceaux choisis des Martyrs et du Génie du christianisme : suivis des beautés du théâtre classique français, ou Choix des passages les plus remarquables à l'usage des élèves des collèges ou lycées et des écoles ecclésiastiques de Corneille, Racine, Voltaire et Molière... ;Chateaubriand, François-René de (1768-1848), Molière (1622-1673), Racine, Jean (1639-1699), Voltaire (1694-1778);Vve J.-P. Aillaud, Guillard (Paris), N. A. Alves (Rio de Janeiro);1874;"1 vol. (356 p.) ; in-18, Nombre total de vues : 376";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302275873;Bibliothèque nationale de France, département Littérature et art, Z-45083;"Comprend : Le Misanthrope ; Britannicus, Esther, Athalie ; Mérope, Contient une table des matières, Avec mode texte";bnf.fr;840;80;monographie;99180;05.06.2017 00:00;7a59737e-2957-4e5b-8102-7fa12245ea5d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chénier_Discours adressé à Sa Majesté;ark__12148_bpt6k64720778;https://gallica.bnf.fr/ark:/12148/bpt6k64720778;Discours adressé à Sa Majesté impériale en son Conseil d'État, le 27 février 1808, au nom de la classe de la langue et de la littérature française (par M.-J. Chénier);Chénier, Marie-Joseph de (1764-1811);Dabin (Paris);1808;In-8° , 32 p., Nombre total de vues : 32;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30232851x;Bibliothèque nationale de France, département Littérature et art, Z-28412;Avec mode texte;bnf.fr;800;80;monographie;99960;04.04.2013 00:00;6b519c69-ffa9-4428-9776-7471d841817b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chénier_Discours sur les progrès des;ark__12148_bpt6k5403850j;https://gallica.bnf.fr/ark:/12148/bpt6k5403850j;Discours sur les progrès des connaissances en Europe et de l'enseignement public en France ;Chénier, Marie-Joseph de (1764-1811);(Paris);1800;"52 p. ; in-8, Nombre total de vues : 62";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30232859p;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-31276;Avec mode texte;bnf.fr;940;90;monographie;93450;29.05.2008 00:00;8764f015-596e-4807-a150-b2b6c3c78562;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Choderlos de Laclos_Les grands hommes du jour;ark__12148_bpt6k402815;https://gallica.bnf.fr/ark:/12148/bpt6k402815;Les grands hommes du jour ([Reprod.]) ;Choderlos de Laclos, Pierre-Ambroise-François (1741-1803), Rivarol, Antoine de (1753-1801), Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791);s.n.s.n.;1790-1791;"6 microfiches ; 105*148 mm, Nombre total de vues : 163";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb37277047g;Bibliothèque nationale de France;"Collection : Les archives de la Révolution française ; 6.2.729, Collection : Les archives de la Révolution française ; 6.2.729, Contient une table des matières, Ouvrages avant 1800";bnf.fr;9440;90;monographie;95440;15.10.2007 00:00;16e83d67-50af-4456-844a-e965eb819016;"[{'@xml:lang': 'fre', '#text': ""conditions spécifiques d'utilisation - Collection Les archives de la Révolution française""}, {'@xml:lang': 'eng', '#text': 'restricted use'}]"
Condorcet_Oeuvres de Condorcet. Tome 1;ark__12148_bpt6k58105584;https://gallica.bnf.fr/ark:/12148/bpt6k58105584;Oeuvres de Condorcet. Tome 1 ;Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Firmin Didot frères (Paris);1847-1849;"12 vol. ; in-8, Nombre total de vues : 862";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30263648b'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30263648b']'';Bibliothèque nationale de France, département Littérature et art, Z-28850;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;96390;12.07.2010 00:00;d3962b6f-6c2a-420b-9c7a-c57c006c514b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Condorcet_Opinion de M. Condorcet sur;ark__12148_bpt6k743633;https://gallica.bnf.fr/ark:/12148/bpt6k743633;Opinion de M. Condorcet sur les mesures générales propres à sauver la patrie des dangers imminens dont elle est menacée : prononcée à l'Assemblée nationale, le 6 juillet 1792...;Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Impr. nationale (Paris);1792;"42 p. ; in-8, Nombre total de vues : 46";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30263797t;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, Le33-3. A (47);;bnf.fr;9440;90;monographie;65480;15.10.2007 00:00;3a7f1214-a814-4868-9596-a98d57c08bab;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Coriolis d'Espinouse_A l'ombre de Jacques Delille;ark__12148_bpt6k5447525s;https://gallica.bnf.fr/ark:/12148/bpt6k5447525s;"A l'ombre de Jacques Delille , dithyrambe, par M. de Coriolis, suivi de Recherches sur la poésie dithyrambique, et de La messe de Minuit ; avec les deux notices de MM. Féletz et Michaud ; et quelques pièces inédites de J. Delille";Coriolis d'Espinouse, Charles Louis Alexandre (1770?-1841), Delille, Jacques (1738-1813), Féletz, Charles-Marie de (1767-1850), Michaud, Joseph-François (1767-1839);(Paris);1813;"138 p. ; in-12, Nombre total de vues : 140";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30270504x;Bibliothèque nationale de France, département Littérature et art, YE-19101;"Comprend : Pièces inédites ; Nécrologie ; Notice historique sur Jacques Delille, Contient une table des matières, Avec mode texte";bnf.fr;840;80;monographie;91710;14.10.2008 00:00;b3a37d60-1fee-45e0-a316-22d17585f59f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
