Dateiname;ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
Montvaillant_Florian : sa vie, ses;ark__12148_bpt6k6493553f;https://gallica.bnf.fr/ark:/12148/bpt6k6493553f;Florian : sa vie, ses oeuvres, sa correspondance ;Montvaillant, Albin de (1830-1895);E. Dentu (Paris);1879;"1 vol. (228 p.) : portraits ; in-8, Nombre total de vues : 254";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30973844x;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-31142;Contient une table des matières, Avec mode texte;bnf.fr;920;90;monographie;99960;13.05.2013 00:00;440903d9-ef98-4598-98b4-1e0b115db81f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Necker_Nouveaux mélanges extraits des manuscrits;ark__12148_bd6t53773653;https://gallica.bnf.fr/ark:/12148/bd6t53773653;Nouveaux mélanges extraits des manuscrits de M.me Necker. Tome 1 ;Necker, Suzanne (1737-1794);Paris, Charles Pougens, imprimeur-libraire, quai Voltaire, N.° 10. Genets, libraire, rue Thionville, N.° 5. An X. - 1801;1801;"2 vol. (3-1 bl.-XVIII-341-1-1 bl. p., 3-1 bl.-318-1 p., portrait gr. sur cuivre en regard du titre) ; in-8, Nombre total de vues : 362";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31007398k'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31007398k']'';Bibliothèque nationale de France, département Littérature et art, Z-56076;Avec mode texte;bnf.fr;890;80;monographie;87780;01.07.2022 00:00;da695f60-133c-40b0-8ba7-b3cbedda2fbc;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Parny_La guerre des dieux, poème;ark__12148_bpt6k71917v;https://gallica.bnf.fr/ark:/12148/bpt6k71917v;La guerre des dieux, poème en dix chants , par Évariste Parny.;Parny, Évariste de (1753-1814);A Paris, chez Debray, libraire, au Grand-Buffon, rue S.-Honoré, barrière des Sergens. M. DCCCVIII. 1808;1808;"232 p. ; in-8, Nombre total de vues : 234";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb310613135'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb310613135']'';Bibliothèque nationale de France, département Fonds du service reproduction, Rés. Ye-2539;Contient une table des matières, Poésie française -- +* 1789......- 1815......+:1789-1815:;bnf.fr;840;80;monographie;86390;15.10.2007 00:00;bbb65d1c-235d-40b4-8988-29845eb59b4b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Polier de Bottens_Pensées philosophiques [par D. Diderot].;ark__12148_bpt6k9633211h;https://gallica.bnf.fr/ark:/12148/bpt6k9633211h;Pensées philosophiques [par D. Diderot]. - Pensées chrétiennes mises en parallèle ou en opposition avec les pensées philosophiques. On y a joint quelques réflexions d'un autre auteur sur ces dernières. [Par G.-P.-G. Polier de Bottens.];Polier de Bottens, Georges-Pierre-G.. , Diderot, Denis (1713-1784);aux dépens de la Compagnie (Rouen);1747;In-12, 251 p. et les tables, Nombre total de vues : 284;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31130585w;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-18012;Contient une table des matières, Avec mode texte;bnf.fr;190;10;monographie;96870;11.01.2016 00:00;eb3c6e1d-31b8-446a-8984-340355fe210e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Raynal_Correspondance littéraire, philosophique et critique.;ark__12148_bpt6k57813823;https://gallica.bnf.fr/ark:/12148/bpt6k57813823;Correspondance littéraire, philosophique et critique. Tome 7 ;Raynal, Guillaume-Thomas (1713-1796), Grimm, Friedrich Melchior (1723-1807), Voltaire (1694-1778);Garnier frères (Paris);1877-1882;"16 vol. : portr., fac-sim. ; in-8";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb311827671'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12331718t', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311827671']'';Bibliothèque nationale de France, département Littérature et art, 8-Z-743 (7);La correspondance littéraire (français), Appartient à l’ensemble documentaire : GTextes1;bnf.fr;800;80;monographie;99980;19.04.2010 00:00;f2bcbcf1-7cf7-4871-8b83-afa6c8c53492;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rétif de La Bretonne_L'Andrographe ou Idées d'un honnête;ark__12148_bpt6k6438356w;https://gallica.bnf.fr/ark:/12148/bpt6k6438356w;L'Andrographe ou Idées d'un honnête homme sur un projet de règlement proposé à toutes les nations de l'Europe pour opérer une réforme générale des moeurs et, par elle, le bonheur du genre humain . Avec des notes historiques et justificatives. Recueillies par N.-E. Rétif-de-la-Bretone,... 1re partie [et 2ème partie.];Rétif de La Bretonne, Nicolas-Edme (1734-1806);Gosse et Pinet (La Haye), Vve Duchesne et Belin (Paris);1782;"16-476 p. ; in-8, Nombre total de vues : 520";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb325659860;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-6375;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;9850;24.12.2012 00:00;f9c0913f-ed9a-4641-b025-4053838273aa;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rétif De La Bretonne_Le Chroniqueur populaire, épisodes de;ark__12148_bpt6k5625731h;https://gallica.bnf.fr/ark:/12148/bpt6k5625731h;Le Chroniqueur populaire, épisodes de l'armée d'Italie, par L. Rétif de La Bretonne...;Rétif De La Bretonne, Louis. ;Delacour (Vaugirard);;In-8°, Nombre total de vues : 570;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31200540g;Bibliothèque nationale de France, département Littérature et art, Y2-76071;Avec mode texte;bnf.fr;9440;90;monographie;96620;09.11.2009 00:00;7f0ea234-232d-4002-b0f4-5fc969a99f07;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rivarol_Au commencement de la Révolution;ark__12148_bpt6k9912w;https://gallica.bnf.fr/ark:/12148/bpt6k9912w;Au commencement de la Révolution : mémoires ;Rivarol, Antoine de (1753-1801);(Paris);1988;"1 vol. (XVI-386 p.) ; 21 cm, Nombre total de vues : 410";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb372367538;Bibliothèque nationale de France;Autobiographie;bnf.fr;9440;90;monographie;99180;15.10.2007 00:00;95b8fd74-ff78-40b9-9404-9c5988d83ad4;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
"Rivarol_Pensées inédites de Rivarol ;";ark__12148_bpt6k63676210;https://gallica.bnf.fr/ark:/12148/bpt6k63676210;"Pensées inédites de Rivarol ; suivies de deux Discours sur la philosophie moderne et sur la souveraineté du peuple";Rivarol, Antoine de (1753-1801);impr. de J.-A. Boudon (Paris);1836;"1 vol. (XV-237 p.) ; in-8, Nombre total de vues : 270";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31222129r;Bibliothèque nationale de France, département Littérature et art, Z-24391;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99960;10.12.2012 00:00;d0c395bf-d20d-4d10-a8dc-5363d8d72e7b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Roucher_Consolations de ma captivité, ou;ark__12148_bpt6k6471679v;https://gallica.bnf.fr/ark:/12148/bpt6k6471679v;Consolations de ma captivité, ou Correspondance de Roucher, mort victime de la tyrannie décemvirale, le 7 thermidor, an 2 de la République française . Premiere [-seconde] partie.;Roucher, Jean-Antoine (1745-1794);A Paris, chez H. Agasse, imprimeur-libraire, rue des Poitevins, n°. 18. An VI de la République. (1797.);1797;"2 parties (4-302 p., 1 f. de pl. (portrait) ; 4-301 p.) ; in-8, Nombre total de vues : 622";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb341801330;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-11270;Avec mode texte;bnf.fr;9440;90;monographie;99930;21.02.2013 00:00;5ccde6d7-37b7-4512-9d94-bb5f8a259d78;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rousseau_Le contrat social;ark__12148_bpt6k6251938x;https://gallica.bnf.fr/ark:/12148/bpt6k6251938x;Le contrat social ;Rousseau, Jean-Jacques (1712-1778);s.n. (Paris);1851;"24 p. : portr. et fig. ; in-fol., Nombre total de vues : 524";français;['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12026984n', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31257373m'];Bibliothèque nationale de France, département Littérature et art, Z-7819;Du contrat social (français), Collection : Bibliothèque du peuple, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;9850;17.12.2012 00:00;64f82a76-300f-457b-aed2-5d8d8ed95005;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rousseau_Lettre à M. Grimm, au;ark__12148_bpt6k857224k;https://gallica.bnf.fr/ark:/12148/bpt6k857224k;Lettre à M. Grimm, au sujet des remarques ajoutées à sa lettre sur Omphale. [Par J.-J. Rousseau.];Rousseau, Jean-Jacques (1712-1778);;1752;In-8° , 29 p. (Dufour, n 30.), Nombre total de vues : 39;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31257545x;Bibliothèque nationale de France, département Littérature et art, V-25320;Avec mode texte;bnf.fr;;;monographie;81660;26.01.2015 00:00;5a61890b-f3a5-4507-a9ca-3d04c5e4f874;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rousseau_Oeuvres complètes de J.-J. Rousseau,;ark__12148_bpt6k14111870;https://gallica.bnf.fr/ark:/12148/bpt6k14111870;Oeuvres complètes de J.-J. Rousseau, avec des notes historiques [d'après Petitain et Musset-Pathay];Rousseau, Jean-Jacques (1712-1778);A. Houssiaux (et Furne) (Paris);1846-1852;''''''Gr. in-8° , portrait daprès Hopwood. (Dufour, nos 428-429)'''', Nombre total de vues : 814'';français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312571314;Bibliothèque nationale de France, département Littérature et art, Z-9997;Avec mode texte;bnf.fr;;;monographie;88140;29.08.2016 00:00;26905b5a-cc97-41dd-8a73-bb469fa9ea50;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rousseau_Oeuvres complètes de J.-J. Rousseau.;ark__12148_bpt6k2069932;https://gallica.bnf.fr/ark:/12148/bpt6k2069932;Oeuvres complètes de J.-J. Rousseau. IV. Dialogues. Correspondance. Table ;Rousseau, Jean-Jacques (1712-1778);A. Houssiaux (Paris);1852-1853;"4 vol. : portr., fac-sim., gravures ; 27 cm";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb39019420q'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb39019420q']'';Bibliothèque nationale de France;Appartient à l’ensemble documentaire : GTextes1;bnf.fr;840;80;monographie;99620;15.10.2007 00:00;c0648b2a-4e62-4554-a357-6dbcbee8dba0;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rousseau_Troisième partie des confessions de;ark__12148_bpt6k6351384b;https://gallica.bnf.fr/ark:/12148/bpt6k6351384b;Troisième partie des confessions de Jean-Jacques Rousseau ;Rousseau, Jean-Jacques (1712-1778);(Clermont-Ferrand);1865;In-18, Pièce, Nombre total de vues : 44;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34180418x;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-22634;Appartient à l’ensemble documentaire : Auvergn1, Avec mode texte, Autobiographie;bnf.fr;920;90;monographie;9850;24.10.2012 00:00;aa8da66b-aa37-4b53-91a0-5e813acea826;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sade_Idée sur le mode de;ark__12148_bpt6k54400944;https://gallica.bnf.fr/ark:/12148/bpt6k54400944;Idée sur le mode de la sanction des loix;Sade, Donatien Alphonse François de (1740-1814);(Paris);17..;"16 p. ; in-16, Nombre total de vues : 20";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31276032c;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LB41-2400;Avec mode texte;bnf.fr;340;30;monographie;90510;19.09.2008 00:00;644747b0-8409-412c-93fd-09a94f7f4871;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Saint-Simon_Mémoires complets et authentiques du;ark__12148_bpt6k5830127r;https://gallica.bnf.fr/ark:/12148/bpt6k5830127r;Mémoires complets et authentiques du duc de Saint-Simon sur le siècle de Louis XIV et la Régence. Illustrés par Janet-Lange, Foulquier et Pauquet. Série 31,Partie 3;Saint-Simon, Louis de Rouvroy duc de (1675-1755);(Paris);;5 séries en 5 vol. in-fol., fig., couv. ill.;français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31285310v'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11946624s', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31285310v']'';Bibliothèque nationale de France, département Littérature et art, Z-9696;Mémoires (français);bnf.fr;;;monographie;95810;12.04.2010 00:00;3590983d-5a73-48ca-a315-fcee1ff39bf9;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sayous_Le dix-huitième siècle à l'étranger;ark__12148_bpt6k96917771;https://gallica.bnf.fr/ark:/12148/bpt6k96917771;Le dix-huitième siècle à l'étranger : histoire de la littérature française dans les divers pays de l'Europe, depuis la mort de Louis XIV jusqu'à la Révolution française. Tome 1 ;Sayous, André (1808-1870), Voltaire (1694-1778);Amyot (Paris);1861;"2 vol. (VIII-470, 534 p.) ; in-8, Nombre total de vues : 492";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31307544q'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31307544q']'';Bibliothèque nationale de France, département Littérature et art, Z-59771;Comprend : Lettres à Théodore Tronchin, 2 août 1755, 22 juin 1764 et un billet non daté., Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;98930;19.06.2016 00:00;5864fa87-87fc-4be8-9778-0fe15aeac6d2;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Séguin_Jacob Rodrigues Péreire, premier instituteur;ark__12148_bpt6k57803124;https://gallica.bnf.fr/ark:/12148/bpt6k57803124;Jacob Rodrigues Péreire, premier instituteur des sourds et muets en France (1744-1780)... : notice sur sa vie et ses travaux, et analyse raisonnée de sa méthode;Séguin, Édouard (1812-1880), Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1847;"355 p. ; in-8, Nombre total de vues : 366";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174312s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-16036;Comprend : Éloge de la méthode (de Jacob Rodrigues Péreire), Contient une table des matières, Avec mode texte;bnf.fr;10;0;monographie;99980;30.11.2009 00:00;6ba25eeb-fbf4-45c6-bc9f-abd798255dcb;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Swinburne_Voyage de Henri Swinburne dans;ark__12148_bpt6k1072649;https://gallica.bnf.fr/ark:/12148/bpt6k1072649;Voyage de Henri Swinburne dans les Deux Siciles, en 1777, 1778, 1779 et 1780. T. 3 ;Swinburne, Henry (1743-1803), Cabanis, de. , Denon, Dominique-Vivant (1747-1825);Didot laîné (Paris);1785-1787;"5 vol. : pl. et carte ; in-8";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb303251103'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303251103']'';Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, K-8438;"Comprend : Recherches sur la Grande Grèce ; Voyage en Sicile, Ouvrages avant 1800";bnf.fr;910;90;monographie;97240;15.10.2007 00:00;a57645c6-7cac-4ed3-83ee-43358869afb9;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Tressan_Oeuvres diverses de M. le;ark__12148_bpt6k9692289t;https://gallica.bnf.fr/ark:/12148/bpt6k9692289t;Oeuvres diverses de M. le comte de Tressan,...;"Tressan, Louis-Élisabeth de La Vergne (1705-1783 ; comte de)";(À Amsterdam et se trouve à Paris);1776;"VIII-476 p. ; in-8, Nombre total de vues : 496";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314935334;Bibliothèque nationale de France, département Littérature et art, Z-29026;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9500;13.06.2016 00:00;39a7c4ae-6141-4446-aa1c-405a0d362af5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Turpin de Sansay_Voltaire : (sa vie, ses;ark__12148_bpt6k6350811v;https://gallica.bnf.fr/ark:/12148/bpt6k6350811v;Voltaire : (sa vie, ses oeuvres) ;Turpin de Sansay, Louis-Adolphe (1832-18..?), Voltaire (1694-1778), Voltaire (1694-1778);E. Dentu (Paris);1867;"1 vol. (173 p.) ; in-18, Nombre total de vues : 198";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb315068063;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-22981;"''''''Comprend : Éloge de Voltaire composé par lui-même (Aux Champs-Élysées, le 30 auguste 1778) ; A messieurs de lAcadémie française'''', Avec mode texte''";bnf.fr;920;90;monographie;99960;29.10.2012 00:00;68bec5e9-15c3-4806-80db-45d59e187a67;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
V_Histoire de Charles XII, roi;ark__12148_bpt6k371335d;https://gallica.bnf.fr/ark:/12148/bpt6k371335d;Histoire de Charles XII, roi de Suède ;Voltaire (1694-1778);(Paris);1860;"XXXVI-320 p. ; in-12, Nombre total de vues : 359";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb316046156;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-M-1748;Avec mode texte;bnf.fr;930;90;monographie;99810;16.08.2010 00:00;96232187-4920-4fcd-844e-e55f17de4021;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
V_Nouveaux Mélanges philosophiques, historiques, critiques,;ark__12148_bpt6k3172927;https://gallica.bnf.fr/ark:/12148/bpt6k3172927;Nouveaux Mélanges philosophiques, historiques, critiques, etc., etc. Neuvième [-Dix-neuvième] partie [Partie 14-19];Voltaire (1694-1778);;1772;In-8°, Nombre total de vues : 413;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31602338j;Bibliothèque nationale de France, département Littérature et art, Z-24773;Etat de collection : Vol. 10, Avec mode texte;bnf.fr;;;monographie;84390;11.07.2017 00:00;2486cca0-194b-4261-ac30-00b37efaf783;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Voltaire (1694-1778)_Le chapitre des beaux-arts du;ark__12148_bpt6k96133757;https://gallica.bnf.fr/ark:/12148/bpt6k96133757;Le chapitre des beaux-arts du siècle de Louis XIV de Voltaire : édition classique. précédée d'une étude sur Voltaire critique littéraire (Edition expurgée) ;Voltaire (1694-1778), Joran, Théodore (1858-19..);Croville-Morant (Paris);1906;"1 vol. (103 p.) ; in-8, Nombre total de vues : 124";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31604806s;Bibliothèque nationale de France, département Littérature et art, 8-Z-16715;Comprend : Voltaire critique littéraire, Avec mode texte;bnf.fr;840;80;monographie;98890;09.11.2015 00:00;b7fef0d9-4149-4ce0-a527-d8763b48a32b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Voltaire (1694-1778)_Lettres chinoises, indiennes et tartares;ark__12148_bpt6k123126r;https://gallica.bnf.fr/ark:/12148/bpt6k123126r;Lettres chinoises, indiennes et tartares à Monsieur Paw , par un bénédictin, avec plusieurs autres pièces intéressantes;Voltaire (1694-1778), Boufflers, Stanislas-Jean de (1738-1815);(Londres Amsterdam);1776;"184 p. ; in-8, Nombre total de vues : 399";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31605411h'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31605411h']'';Bibliothèque nationale de France, département Littérature et art, Z-15570-15572;Comprend : Lettres de M. le chevalier de Boufflers, pendant son voyage en Suisse, à madame sa mère, avec des notes, Avec mode texte;bnf.fr;840;80;monographie;90160;02.10.2008 00:00;ff909c28-709b-4ee5-a1b0-797b0e0262bf;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Voltaire (1694-1778)_Mon séjour auprès de Voltaire;ark__12148_bpt6k58417512;https://gallica.bnf.fr/ark:/12148/bpt6k58417512;Mon séjour auprès de Voltaire et lettres inédites que m'écrivit cet homme célèbre jusqu'à la dernière année de sa vie . Par Come Alexandre Collini,... Ouvrage posthume contenant des anecdotes et des particularités peu connues sur la vie privée et sur les oeuvres du plus célèbre écrivain du 18e. siècle, augmenté de plusieurs lettres inédites de Voltaire à l'Électeur palatin, au comédien Lanoue, à Mlle. Dumesnil, et de quelques lettres de Mme Denis, sa nièce.;Voltaire (1694-1778), Denis, Louise (1712-1790), Collini, Cosimo Alessandro (1727-1806);L. Collin (Paris);1807;In-8° , XVI-373 p. (Bengesco, n 1968.), Nombre total de vues : 404;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30258743w;Bibliothèque nationale de France, département Littérature et art, Z-15300;Comprend : Quelques lettres..., Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;82520;28.06.2010 00:00;6cd992d8-384b-4b1a-afe8-6f80729fa9d4;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Voltaire (1694-1778)_Oeuvres complètes de Voltaire. 44,12;ark__12148_bpt6k6510547t;https://gallica.bnf.fr/ark:/12148/bpt6k6510547t;Oeuvres complètes de Voltaire. 44,12 ;Voltaire (1694-1778), Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Garnier frères (Paris);1877-1885;"52 vol. ; 24 cm, Nombre total de vues : 614";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31602455d'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31602455d']'';Bibliothèque nationale de France, département Littérature et art, 8-Z-721 (44);Comprend : Vie de Voltaire, Appartient à l’ensemble documentaire : GTextes1, Avec mode texte;bnf.fr;840;80;monographie;99930;26.03.2013 00:00;125be443-82b3-42b0-9b82-6b70d41c3a73;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
